[14, "Mantra of Persistence", 5, 6.5, 0, 3, 0, 0, 0, 0, 0, 0, 5, 3, 3433, 0, 0, 1, 0, 0, 0, 5, 25, 15, 10, 40, 0, 0, 0, 0], _
[15, "Mantra of Inscriptions", 10, 13, 0, 3, 0, 0, 0, 0, 0, 0, 5, 3, 3433, 0, 0, 1, 0, 0, 0, 5, 25, 20, 10, 40, 0, 0, 0, 0], _
[16, "Mantra of Concentration", 5, 6.5, 1, 3, 0, 0, 0, 0, 0, 0, 5, 3, 3433, 0, 0, 1, 0, 0, 0, 1, 38, 30, 0, 0, 0, 0, 0, 0], _
[17, "Mantra of Resolve", 10, 13, 0, 3, 0, 0, 0, 0, 0, 0, 5, 3, 3063, 0, 0, 1, 0, 0, 0, 30, 90, 20, 10, 4, 0, 0, 0, 0], _
[18, "Mantra of Signets", 5, 6.5, 1, 3, 0, 0, 0, 0, 0, 0, 5, 3, 3179, 0, 0, 1, 0, 0, 0, 10, 40, 20, 3, 3, 5, 60, 0, 0], _
[19, "Fragility", 5, 6.5, 0, 4, 0, 0, 0, 0, 0, 0, 5, 1, 2998, 0, 5, 1, 0, 1, 0.75, 8, 20, 5, 5, 20, 0, 0, 156, 0], _
[20, "Confusion", 15, 19.5, 1, 4, 0, 0, 0, 0, 0, 0, 5, 1, 3433, 0, 5, 2, 0, 2, 0.75, 8, 20, 20, 0, 0, 0, 0, 0, 0], _
[21, "Inspired Enchantment", 10, 13, 1, 5, 0, 0, 0, 256, 0, 0, 5, 3, 3433, 0, 5, 1, 0, 1, 0.75, 20, 20, 0, 3, 15, 0, 0, 0, 0], _
[22, "Inspired Hex", 5, 6.5, 1, 5, 0, 0, 0, 2304, 0, 0, 5, 3, 3433, 0, 3, 1, 0, 1, 0.75, 20, 20, 0, 4, 10, 0, 0, 0, 0], _
[23, "Power Spike", 5, 6.5, 0, 5, 0, 0, 0, 1, 0, 0, 5, 2, 3433, 0, 5, 1, 0, 0.25, 0.75, 0, 0, 12, 30, 120, 0, 0, 0, 0], _
[24, "Power Leak", 10, 13, 1, 5, 0, 0, 0, 1, 0, 0, 5, 2, 3433, 0, 5, 1, 0, 0.25, 0.75, 0, 0, 20, 3, 17, 0, 0, 0, 0], _
[25, "Power Drain", 5, 6.5, 0, 5, 0, 0, 0, 257, 0, 0, 5, 3, 3433, 0, 5, 1, 0, 0.25, 0.75, 0, 0, 20, 1, 31, 0, 0, 0, 0], _
[26, "Empathy", 10, 13, 0, 4, 0, 0, 0, 0, 0, 0, 5, 2, 3151, 0, 5, 1, 0, 2, 0.75, 5, 15, 10, 10, 55, 1, 15, 0, 0], _
[27, "Shatter Delusions", 5, 6.5, 1, 5, 0, 0, 0, 0, 0, 0, 5, 2, 3180, 0, 5, 1, 0, 0.25, 0.75, 0, 0, 6, 15, 75, 0, 0, 156, 0], _
[28, "Backfire", 15, 19.5, 0, 4, 0, 0, 0, 0, 0, 0, 5, 2, 3433, 0, 5, 1, 0, 3, 0.75, 10, 10, 20, 35, 140, 0, 0, 0, 0], _
[29, "Blackout", 10, 13, 1, 10, 2, 0, 0, 512, 0, 0, 5, 2, 3433, 0, 5, 1, 0, 1, 0.75, 0, 0, 12, 2, 6, 5, 5, 0, 0], _
[30, "Diversion", 10, 13, 0, 4, 0, 0, 0, 0, 0, 0, 5, 2, 3433, 0, 5, 1, 0, 3, 0.75, 6, 6, 12, 10, 56, 0, 0, 0, 0], _
[31, "Conjure Phantasm", 10, 13, 0, 4, 512, 0, 0, 0, 0, 0, 5, 1, 3433, 0, 5, 1, 0, 1, 0.75, 2, 16, 5, 5, 5, 0, 0, 0, 0], _
[32, "Illusion of Weakness", 10, 13, 1, 6, 0, 0, 0, 0, 0, 0, 5, 1, 3433, 0, 0, 1, 0, 2, 0.75, 196608, 196608, 30, 50, 240, 25, 25, 0, 0], _
[33, "Illusionary Weaponry", 5, 6.5, 1, 6, 4, 0, 0, 512, 0, 0, 5, 1, 3181, 0, 0, 1, 0, 1, 0.75, 30, 30, 25, 8, 40, 5, 5, 0, 0], _
[34, "Sympathetic Visage", 10, 13, 1, 6, 0, 0, 0, 0, 0, 0, 5, 1, 3433, 0, 3, 1, 0, 1, 0.75, 4, 10, 20, 3, 3, 0, 0, 156, 0], _
[35, "Ignorance", 15, 19.5, 0, 4, 0, 0, 0, 0, 0, 0, 5, 2, 3433, 0, 5, 1, 0, 1, 0.75, 8, 20, 10, 0, 0, 0, 0, 0, 0], _
[36, "Arcane Conundrum", 10, 13, 0, 4, 0, 0, 0, 0, 0, 0, 5, 1, 3433, 0, 5, 1, 0, 2, 0.75, 5, 15, 20, 200, 200, 1, 7, 156, 0], _
[37, "Illusion of Haste", 5, 6.5, 0, 6, 0, 0, 0, 0, 0, 0, 5, 1, 3373, 0, 0, 1, 0, 1, 0.75, 5, 11, 5, 33, 33, 3, 3, 0, 0], _
[38, "Channeling", 5, 6.5, 1, 6, 0, 0, 0, 256, 0, 0, 5, 3, 3433, 0, 0, 1, 0, 1, 0.75, 8, 56, 15, 1, 1, 0, 0, 312, 0], _
[39, "Energy Surge", 5, 6.5, 0, 5, 4, 0, 0, 0, 0, 0, 5, 2, 3433, 0, 5, 1, 0, 2, 0.75, 0, 0, 15, 1, 10, 9, 9, 240, 0], _
[40, "Ether Feast", 5, 6.5, 0, 5, 0, 0, 0, 4, 0, 0, 5, 3, 3433, 0, 5, 1, 0, 1, 0.75, 0, 0, 8, 3, 3, 20, 65, 0, 0], _
[41, "Ether Lord", 5, 6.5, 1, 4, 0, 0, 0, 0, 0, 0, 5, 3, 3433, 0, 5, 1, 0, 2, 0.75, 5, 10, 20, 1, 3, 0, 0, 0, 0], _
[42, "Energy Burn", 10, 13, 0, 5, 0, 0, 0, 0, 0, 0, 5, 2, 3433, 0, 5, 1, 0, 2, 0.75, 0, 0, 20, 1, 10, 9, 9, 0, 0], _
[43, "Clumsiness", 10, 13, 0, 4, 0, 0, 0, 0, 0, 0, 5, 1, 3433, 0, 5, 1, 0, 2, 0.75, 4, 4, 8, 10, 92, 0, 0, 156, 0], _
[44, "Phantom Pain", 5, 6.5, 1, 4, 512, 0, 16, 0, 0, 0, 5, 1, 3433, 0, 5, 1, 0, 2, 0.75, 10, 10, 15, 1, 4, 5, 20, 0, 0], _
[45, "Ethereal Burden", 15, 19.5, 1, 4, 0, 0, 0, 0, 0, 0, 5, 1, 3433, 0, 5, 1, 0, 1.5, 0.75, 10, 10, 30, 50, 50, 10, 18, 0, 0], _
[46, "Guilt", 5, 6.5, 1, 4, 0, 0, 0, 1, 0, 0, 5, 2, 3433, 0, 5, 1, 0, 2, 0.75, 6, 6, 25, 5, 14, 0, 0, 0, 0], _
[47, "Ineptitude", 10, 13, 1, 4, 4, 0, 2, 0, 0, 0, 5, 1, 3433, 0, 5, 1, 0, 1, 0.75, 4, 4, 15, 30, 135, 0, 0, 156, 0], _
[48, "Spirit of Failure", 15, 19.5, 1, 4, 0, 0, 0, 0, 0, 0, 5, 3, 3433, 0, 5, 1, 0, 3, 0.75, 30, 30, 20, 25, 25, 1, 3, 0, 0], _
[49, "Mind Wrack", 5, 6.5, 0, 4, 0, 0, 0, 0, 0, 0, 5, 2, 2734, 0, 5, 1, 0, 1, 0.75, 5, 40, 7, 15, 100, 5, 25, 0, 1], _
[50, "Wastrels Worry", 5, 6.5, 1, 4, 0, 0, 0, 0, 0, 0, 5, 2, 3433, 0, 5, 1, 0, 0.25, 0.75, 3, 3, 1, 20, 100, 0, 0, 156, 0], _
[51, "Shame", 10, 13, 1, 4, 0, 0, 0, 1, 0, 0, 5, 2, 3433, 0, 5, 1, 0, 2, 0.75, 6, 6, 30, 5, 14, 0, 0, 0, 0], _
[52, "Panic", 10, 13, 1, 4, 4, 0, 0, 0, 0, 0, 5, 2, 3433, 0, 16, 1, 0, 1, 0.75, 1, 10, 15, 2, 2, 10, 82, 240, 240], _
[53, "Migraine", 10, 13, 1, 4, 516, 0, 0, 0, 0, 0, 5, 1, 3183, 0, 5, 1, 0, 2, 0.75, 5, 20, 12, 1, 8, 200, 200, 0, 0], _
[54, "Crippling Anguish", 5, 6.5, 0, 4, 516, 0, 0, 0, 0, 0, 5, 1, 3152, 0, 5, 1, 0, 1, 0.75, 5, 20, 12, 1, 8, 50, 50, 0, 50], _
[55, "Fevered Dreams", 10, 13, 1, 4, 4, 0, 0, 0, 0, 0, 5, 1, 3289, 0, 5, 1, 0, 2, 0.75, 10, 25, 10, 0, 0, 1, 3, 312, 0], _
[56, "Soothing Images", 15, 19.5, 0, 4, 0, 0, 0, 0, 0, 0, 5, 1, 3433, 0, 16, 1, 0, 2, 0.75, 8, 20, 8, 0, 0, 0, 0, 156, 0], _
[57, "Cry of Frustration", 10, 13, 0, 5, 0, 0, 0, 1, 0, 0, 5, 2, 3433, 0, 5, 1, 0, 0.25, 0.75, 0, 0, 15, 15, 75, 0, 0, 312, 0], _
[58, "Signet of Midnight", 0, 0, 1, 7, 6, 0, 2, 0, 0, 0, 5, 51, 3433, 0, 5, 1, 0, 2, 0.75, 0, 0, 10, 0, 0, 15, 15, 0, 0], _
[59, "Signet of Weariness", 0, 0, 1, 7, 0, 0, 0, 0, 0, 0, 5, 2, 3433, 0, 5, 1, 0, 2, 0.75, 0, 0, 30, 3, 8, 1, 12, 240, 0], _
[60, "Signet of Illusions beta version", 0, 0, 1, 7, 0, 0, 0, 0, 0, 0, 5, 1, 3433, 0, 0, 2, 0, 1, 0.75, 3, 15, 10, 0, 0, 0, 0, 0, 0], _
[61, "Leech Signet", 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 5, 3, 3433, 0, 5, 1, 0, 0.25, 0.75, 0, 0, 30, 3, 15, 0, 0, 0, 0], _
[62, "Signet of Humility", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 5, 3, 3433, 0, 5, 1, 0, 3, 0.75, 0, 0, 20, 1, 16, 10, 10, 0, 0], _
[63, "Keystone Signet", 0, 0, 1, 7, 4, 0, 0, 0, 0, 0, 5, 0, 3433, 0, 0, 1, 0, 1, 0.75, 20, 20, 15, 15, 60, 0, 6, 156, 0], _
[64, "Mimic", 15, 19.5, 1, 5, 0, 0, 0, 0, 0, 0, 5, 51, 3433, 0, 5, 2, 0, 3, 0.75, 20, 20, 10, 0, 0, 0, 0, 0, 0], _
[65, "Arcane Mimicry", 15, 19.5, 0, 5, 0, 0, 0, 0, 0, 0, 5, 51, 3433, 0, 4, 1, 0, 2, 0.75, 20, 20, 60, 0, 0, 0, 0, 0, 0], _
[66, "Spirit Shackles", 10, 13, 0, 4, 0, 0, 0, 0, 0, 0, 5, 3, 3433, 0, 5, 1, 0, 3, 0.75, 5, 20, 8, 5, 5, 0, 0, 0, 0], _
[67, "Shatter Hex", 10, 13, 0, 5, 0, 0, 0, 2048, 0, 0, 5, 2, 3433, 0, 3, 1, 0, 1, 0.75, 0, 0, 10, 30, 120, 0, 0, 240, 0], _
[68, "Drain Enchantment", 5, 6.5, 0, 5, 0, 0, 0, 256, 0, 0, 5, 3, 3433, 0, 5, 1, 0, 2, 0.75, 0, 0, 20, 8, 17, 40, 120, 0, 0], _
[69, "Shatter Enchantment", 10, 13, 0, 5, 0, 0, 0, 0, 0, 0, 5, 2, 3433, 0, 5, 1, 0, 1, 0.75, 0, 0, 20, 14, 100, 0, 0, 0, 0], _
[70, "Disappear", 15, 19.5, 1, 5, 0, 0, 0, 0, 0, 0, 5, 51, 3433, 0, 0, 2, 0, 1, 0.75, 10, 10, 60, 0, 0, 0, 0, 0, 0], _
[71, "Unnatural Signet alpha version", 0, 0, 1, 7, 0, 0, 0, 0, 0, 0, 5, 1, 3433, 0, 0, 2, 0, 15, 0.75, 60, 30, 75, 0, 0, 0, 0, 0, 0], _
[72, "Elemental Resistance", 10, 13, 1, 3, 0, 0, 0, 0, 0, 0, 5, 3, 3433, 0, 0, 1, 0, 0, 0, 30, 90, 20, 40, 40, 24, 12, 0, 0], _
[73, "Physical Resistance", 10, 13, 1, 3, 0, 0, 0, 0, 0, 0, 5, 3, 3433, 0, 0, 1, 0, 0, 0, 30, 90, 20, 40, 40, 24, 12, 0, 0], _
[74, "Echo", 5, 6.5, 0, 6, 4, 0, 0, 0, 0, 0, 5, 51, 3433, 0, 0, 1, 0, 1, 0.75, 30, 30, 10, 30, 30, 0, 0, 0, 0], _
[75, "Arcane Echo", 15, 19.5, 0, 6, 0, 0, 0, 0, 0, 0, 5, 51, 3433, 0, 0, 1, 0, 2, 0.75, 20, 20, 20, 20, 20, 0, 0, 0, 0], _
[76, "Imagined Burden", 15, 19.5, 0, 4, 0, 0, 0, 0, 0, 0, 5, 1, 3433, 0, 5, 1, 0, 1, 0.75, 8, 20, 30, 50, 50, 0, 0, 156, 0], _
[77, "Chaos Storm", 5, 6.5, 1, 5, 0, 0, 0, 0, 0, 0, 5, 2, 3433, 0, 16, 1, 0, 2, 0.75, 10, 10, 30, 5, 25, 0, 2, 156, 0], _
[78, "Epidemic", 5, 6.5, 0, 5, 0, 0, 0, 0, 0, 0, 5, 51, 3433, 0, 5, 1, 0, 0.25, 0.75, 0, 0, 5, 0, 0, 0, 0, 156, 0], _
[79, "Energy Drain", 5, 6.5, 0, 5, 4, 0, 0, 320, 0, 0, 5, 3, 3433, 0, 5, 1, 0, 1, 0.75, 0, 0, 30, 2, 9, 3, 3, 0, 0], _
[80, "Energy Tap", 5, 6.5, 0, 5, 0, 0, 0, 320, 0, 0, 5, 3, 3433, 0, 5, 1, 0, 2, 0.75, 0, 0, 30, 4, 7, 2, 2, 0, 0], _
[81, "Arcane Thievery", 10, 13, 1, 5, 0, 0, 0, 0, 0, 0, 5, 2, 3433, 0, 5, 1, 0, 1, 0.75, 5, 35, 0, 0, 0, 0, 0, 0, 0], _
[82, "Mantra of Recall", 10, 13, 1, 6, 4, 0, 0, 256, 0, 0, 5, 3, 3433, 0, 0, 1, 0, 1, 0.75, 20, 20, 30, 10, 25, 0, 0, 0, 0], _
[83, "Animate Bone Horror", 10, 13, 1, 5, 262144, 0, 0, 0, 0, 0, 4, 5, 3433, 0, 0, 1, 0, 3, 0.75, 0, 0, 5, 1, 17, 0, 0, 0, 0], _
[84, "Animate Bone Fiend", 25, 32.5, 0, 5, 262144, 0, 0, 0, 0, 0, 4, 5, 3433, 0, 0, 1, 0, 3, 0.75, 0, 0, 5, 1, 17, 0, 0, 0, 0], _
[85, "Animate Bone Minions", 15, 19.5, 0, 5, 262144, 0, 0, 0, 0, 0, 4, 5, 3433, 0, 0, 1, 0, 3, 0.75, 0, 0, 5, 0, 12, 0, 0, 0, 0], _
[86, "Grenths Balance", 10, 13, 0, 5, 4, 0, 0, 4, 0, 0, 4, 51, 3433, 0, 5, 1, 0, 0.25, 0.75, 0, 0, 10, 0, 0, 0, 0, 0, 0], _
[87, "Veratas Gaze", 5, 6.5, 1, 5, 64, 0, 0, 32, 0, 0, 4, 5, 3433, 0, 5, 1, 0, 1, 0.75, 0, 0, 5, 0, 0, 0, 0, 0, 0], _
[88, "Veratas Aura", 15, 19.5, 1, 6, 64, 0, 0, 32, 0, 0, 4, 5, 3433, 0, 0, 1, 0, 0.75, 0.75, 120, 300, 30, 33, 33, 0, 0, 312, 0], _
[89, "Deathly Chill", 10, 13, 1, 5, 0, 0, 0, 0, 0, 0, 4, 5, 3433, 0, 5, 1, 0, 1, 0.75, 0, 0, 5, 5, 50, 5, 50, 0, 0], _
[90, "Veratas Sacrifice", 10, 13, 1, 5, 0, 0, 0, 32, 0, 0, 4, 5, 3433, 0, 0, 1, 0, 2, 0.75, 5, 10, 60, 10, 10, 15, 15, 5000, 3], _
[91, "Well of Power", 5, 6.5, 1, 9, 262148, 0, 0, 0, 0, 0, 4, 4, 3433, 0, 0, 1, 0, 1, 0.75, 8, 20, 15, 1, 6, 2, 2, 312, 33], _
[92, "Well of Blood", 10, 13, 0, 9, 262144, 0, 0, 0, 0, 0, 4, 4, 3433, 0, 0, 1, 0, 1, 0.75, 8, 20, 2, 1, 6, 33, 33, 312, 0], _
[93, "Well of Suffering", 10, 13, 1, 9, 262656, 0, 0, 0, 0, 0, 4, 5, 3433, 0, 0, 1, 0, 1, 0.75, 10, 30, 10, 1, 6, 0, 0, 312, 0], _
[94, "Well of the Profane", 25, 32.5, 0, 9, 262208, 0, 0, 0, 0, 0, 4, 5, 3433, 0, 0, 1, 0, 3, 0.75, 8, 20, 10, 40, 40, 0, 0, 312, 0], _
[95, "Putrid Explosion", 10, 13, 0, 5, 262144, 0, 0, 0, 0, 0, 4, 5, 3433, 0, 1, 1, 0, 1, 0.75, 0, 0, 5, 24, 120, 0, 0, 240, 0], _
[96, "Soul Feast", 10, 13, 0, 5, 262144, 0, 0, 4, 0, 0, 4, 5, 3433, 0, 0, 1, 0, 1, 0.75, 0, 0, 0, 50, 280, 0, 0, 0, 0], _
[97, "Necrotic Traversal", 5, 6.5, 1, 5, 262144, 0, 0, 0, 0, 0, 4, 5, 3433, 0, 0, 1, 0, 0.75, 0.75, 0, 0, 0, 5, 20, 0, 0, 240, 0], _
[98, "Consume Corpse", 10, 13, 1, 5, 262144, 0, 0, 288, 0, 0, 4, 5, 3433, 0, 0, 1, 0, 1, 0.75, 0, 0, 0, 25, 100, 5, 20, 0, 0], _
[99, "Parasitic Bond", 5, 6.5, 0, 4, 512, 0, 0, 0, 0, 0, 4, 7, 3433, 0, 5, 1, 0, 1, 0.75, 20, 20, 2, 1, 1, 30, 120, 0, 0], _
[100, "Soul Barbs", 10, 13, 1, 4, 0, 0, 0, 0, 0, 0, 4, 7, 3433, 0, 5, 1, 0, 2, 0.75, 30, 30, 20, 15, 30, 0, 0, 0, 0], _
[101, "Barbs", 10, 13, 0, 4, 0, 0, 0, 0, 0, 0, 4, 7, 3433, 0, 5, 1, 0, 2, 0.75, 30, 30, 5, 1, 15, 0, 0, 0, 0], _
[102, "Shadow Strike", 10, 13, 1, 5, 0, 0, 0, 0, 0, 0, 4, 4, 3433, 0, 5, 1, 0, 2, 0.75, 0, 0, 15, 12, 48, 12, 48, 0, 0], _
[103, "Price of Failure", 15, 19.5, 1, 4, 0, 0, 0, 0, 0, 0, 4, 7, 3433, 0, 5, 1, 0, 2, 0.75, 30, 30, 20, 1, 46, 25, 25, 0, 0], _
[104, "Death Nova", 5, 6.5, 0, 6, 0, 0, 0, 0, 0, 0, 4, 5, 3433, 0, 3, 1, 0, 2, 0.75, 30, 30, 0, 26, 100, 15, 15, 156, 90], _
[105, "Deathly Swarm", 10, 13, 0, 5, 0, 0, 0, 0, 0, 0, 4, 5, 3433, 0, 5, 1, 0, 2, 0.75, 10, 10, 6, 30, 90, 0, 0, 312, 0], _
[106, "Rotting Flesh", 15, 19.5, 0, 5, 0, 0, 32, 0, 0, 0, 4, 5, 3433, 0, 5, 1, 0, 3, 0.75, 0, 0, 3, 0, 0, 10, 25, 0, 0], _
[107, "Virulence", 5, 6.5, 1, 5, 4, 0, 32, 0, 0, 0, 4, 5, 3433, 0, 5, 1, 0, 1, 0.75, 0, 0, 15, 0, 0, 3, 15, 0, 0], _
[108, "Suffering", 15, 19.5, 0, 4, 512, 0, 0, 0, 0, 0, 4, 7, 3433, 0, 16, 1, 0, 1, 0.75, 6, 30, 10, 0, 3, 0, 0, 240, 0], _
[109, "Life Siphon", 10, 13, 0, 4, 512, 0, 0, 0, 0, 0, 4, 4, 3433, 0, 5, 1, 0, 1, 0.75, 12, 24, 5, 1, 3, 0, 0, 0, 0], _
[110, "Unholy Feast", 15, 19.5, 0, 5, 0, 0, 0, 516, 0, 0, 4, 4, 3058, 0, 0, 1, 0, 0.75, 0.75, 0, 0, 8, 10, 65, 1, 4, 312, 0], _
[111, "Awaken the Blood", 10, 13, 1, 6, 0, 0, 0, 0, 0, 0, 4, 4, 3433, 0, 0, 1, 0, 1, 0.75, 20, 44, 45, 2, 2, 50, 50, 0, 0], _
[112, "Desecrate Enchantments", 10, 13, 1, 5, 0, 0, 0, 0, 0, 0, 4, 7, 3433, 0, 16, 1, 0, 2, 0.75, 0, 0, 15, 6, 60, 4, 20, 240, 0], _
[113, "Tainted Flesh", 5, 6.5, 0, 6, 4, 0, 32, 0, 0, 0, 4, 5, 3433, 0, 3, 1, 0, 1, 0.75, 20, 44, 0, 0, 0, 3, 15, 0, 0], _
[114, "Aura of the Lich", 15, 19.5, 1, 6, 4, 0, 0, 131072, 0, 0, 4, 5, 3433, 0, 0, 1, 0, 2, 0.75, 5, 45, 45, 1, 17, 1, 1, 0, 0], _
[115, "Blood Renewal", 1, 1.3, 1, 6, 0, 0, 0, 36, 0, 0, 4, 4, 3433, 0, 0, 1, 0, 1, 0.75, 7, 7, 7, 3, 6, 40, 190, 25, 0], _
[116, "Dark Aura", 10, 13, 0, 6, 0, 0, 0, 0, 0, 0, 4, 5, 3433, 0, 3, 1, 0, 1, 0.75, 30, 30, 10, 5, 50, 5, 20, 156, 0], _
[117, "Enfeeble", 5, 6.5, 1, 5, 0, 0, 1024, 0, 0, 0, 4, 7, 2859, 0, 5, 1, 0, 0.25, 0.75, 0, 0, 5, 0, 0, 10, 30, 0, 0], _
[118, "Enfeebling Blood", 1, 1.3, 0, 5, 0, 0, 1024, 32, 0, 0, 4, 7, 2885, 0, 16, 1, 0, 1, 0.75, 0, 0, 8, 10, 10, 5, 20, 240, 0], _
[119, "Blood is Power", 1, 1.3, 0, 6, 4, 0, 0, 32, 0, 0, 4, 4, 3433, 0, 4, 1, 0, 0.25, 0.75, 10, 10, 0, 33, 33, 3, 6, 0, 0], _
[120, "Blood of the Master", 5, 6.5, 0, 5, 0, 0, 0, 32, 0, 0, 4, 5, 3433, 0, 0, 1, 0, 1, 0.75, 0, 0, 2, 30, 116, 5, 5, 5000, 2], _
[121, "Spiteful Spirit", 15, 19.5, 1, 4, 4, 0, 0, 0, 0, 0, 4, 7, 3433, 0, 5, 1, 0, 2, 0.75, 8, 20, 10, 5, 35, 0, 0, 156, 0], _
[122, "Malign Intervention", 10, 13, 1, 4, 0, 0, 0, 0, 0, 0, 4, 5, 3433, 0, 5, 1, 0, 1, 0.75, 5, 20, 5, 1, 17, 80, 80, 0, 0], _
[123, "Insidious Parasite", 15, 19.5, 1, 4, 0, 0, 0, 0, 0, 0, 4, 7, 3433, 0, 5, 1, 0, 1, 0.75, 5, 15, 12, 15, 45, 0, 0, 0, 0], _
[124, "Spinal Shivers", 10, 13, 1, 4, 0, 0, 0, 0, 0, 0, 4, 7, 3433, 0, 5, 1, 0, 2, 0.75, 10, 40, 15, 10, 5, 0, 0, 0, 0], _
[125, "Wither", 10, 13, 1, 4, 516, 0, 0, 0, 0, 0, 4, 7, 3433, 0, 5, 1, 0, 2, 0.75, 5, 35, 10, 2, 4, 15, 75, 1, 0], _
[126, "Life Transfer", 5, 6.5, 1, 4, 516, 0, 0, 4, 0, 0, 4, 4, 3433, 0, 5, 1, 0, 1, 0.75, 6, 12, 20, 3, 8, 0, 0, 156, 0], _
[127, "Mark of Subversion", 10, 13, 1, 4, 0, 0, 0, 0, 0, 0, 4, 4, 3433, 0, 5, 1, 0, 2, 0.75, 6, 6, 30, 10, 92, 0, 0, 0, 0], _
[128, "Soul Leech", 10, 13, 1, 4, 4, 0, 0, 0, 0, 0, 4, 4, 3433, 0, 5, 1, 0, 2, 0.75, 10, 10, 15, 16, 80, 0, 0, 0, 0], _
[129, "Defile Flesh", 10, 13, 0, 4, 0, 0, 0, 32, 0, 0, 4, 7, 3433, 0, 5, 1, 0, 1, 0.75, 5, 35, 10, 10, 10, 66, 66, 0, 0], _
[130, "Demonic Flesh", 5, 6.5, 0, 6, 0, 0, 0, 32, 0, 0, 4, 4, 3433, 0, 0, 1, 0, 1, 0.75, 30, 60, 30, 5, 20, 80, 200, 156, 0], _
[131, "Barbed Signet", 0, 0, 0, 7, 0, 0, 0, 32, 0, 0, 4, 4, 3433, 0, 5, 1, 0, 1, 0.75, 0, 0, 10, 3, 15, 8, 8, 156, 0], _
[132, "Plague Signet", 0, 0, 0, 7, 68, 0, 0, 4096, 0, 0, 4, 7, 3433, 0, 5, 1, 0, 1, 0.75, 0, 0, 4, 100, 200, 0, 0, 0, 0], _
[133, "Dark Pact", 1, 1.3, 0, 5, 0, 0, 0, 32, 0, 0, 4, 4, 3433, 0, 5, 1, 0, 1, 0.75, 0, 0, 2, 10, 10, 10, 48, 0, 0], _
[134, "Order of Pain", 10, 13, 0, 6, 0, 0, 0, 32, 0, 0, 4, 4, 3433, 0, 0, 1, 0, 2, 0.75, 5, 5, 0, 17, 17, 3, 16, 5000, 0], _
[135, "Faintheartedness", 10, 13, 0, 4, 512, 0, 0, 0, 0, 0, 4, 7, 3433, 0, 5, 1, 0, 1, 0.75, 3, 16, 8, 50, 50, 0, 3, 0, 0], _
[136, "Shadow of Fear", 10, 13, 1, 4, 0, 0, 0, 0, 0, 0, 4, 7, 3433, 0, 16, 1, 0, 2, 0.75, 5, 30, 5, 50, 50, 0, 0, 156, 0], _
